"","variable","value","pop","country_iso2","mean_w","se_w","count","question_n"
"3932","dem_age","40 to 49","overall_owner_manager","MX",0.187868963,0.017215456,196,947
"3933","dem_age","50 to 59","overall_owner_manager","MX",0.057190027,0.010234113,73,947
"3934","dem_age","60 to 69","overall_owner_manager","MX",0.021096353,0.006333614,25,947
"3935","dem_age","70 or older","overall_owner_manager","MX",0.003106534,0.002452677,3,947
"3936","dem_age","Less than 20","overall_owner_manager","MX",0.027743592,0.007238519,23,947
"3937","dgt_use_advertising","Checked","overall_owner_manager","MX",0.728353102,0.022427499,557,713
"3938","dgt_use_advertising","Unchecked","overall_owner_manager","MX",0.271646898,0.022427499,156,713
"3939","dgt_use_analyzing_or_researching_to_answer_business_questions","Checked","overall_owner_manager","MX",0.171212184,0.018993128,145,713
"3940","dgt_use_analyzing_or_researching_to_answer_business_questions","Unchecked","overall_owner_manager","MX",0.828787816,0.018993128,568,713
"3941","dgt_use_communicating_directly_with_customers","Checked","overall_owner_manager","MX",0.597630938,0.024725001,452,713
"3942","dgt_use_communicating_directly_with_customers","Unchecked","overall_owner_manager","MX",0.402369062,0.024725001,261,713
"3943","dgt_use_coordinating_or_collaborating_between_employees","Checked","overall_owner_manager","MX",0.166534898,0.018784681,162,713
"3944","dgt_use_coordinating_or_collaborating_between_employees","Unchecked","overall_owner_manager","MX",0.833465102,0.018784681,551,713
"3945","dgt_use_hiring","Checked","overall_owner_manager","MX",0.166826826,0.018797845,127,713
"3946","dgt_use_hiring","Unchecked","overall_owner_manager","MX",0.833173174,0.018797845,586,713
"3947","dgt_use_none_of_the_above","Checked","overall_owner_manager","MX",0.102447761,0.015289335,54,713
"3948","dgt_use_none_of_the_above","Unchecked","overall_owner_manager","MX",0.897552239,0.015289335,659,713
"3949","dgt_use_selling_goods_and_services","Checked","overall_owner_manager","MX",0.400307998,0.024704084,289,713
"3950","dgt_use_selling_goods_and_services","Unchecked","overall_owner_manager","MX",0.599692002,0.024704084,424,713
"3951","dig_perm","Don't know","overall_owner_manager","MX",0.127519343,0.017711757,79,649
"3952","dig_perm","No","overall_owner_manager","MX",0.131474685,0.017943536,78,649
"3953","dig_perm","Yes","overall_owner_manager","MX",0.741005972,0.023262235,492,649
"3954","dig_use_access_to_digital_solutions_and_business_intelligence_services","Checked","overall_owner_manager","MX",0.173943957,0.020203159,125,646
"3955","dig_use_access_to_digital_solutions_and_business_intelligence_services","Unchecked","overall_owner_manager","MX",0.826056043,0.020203159,521,646
"3956","dig_use_increase_in_customer_or_supplier_base","Checked","overall_owner_manager","MX",0.341944461,0.025282436,222,646
"3957","dig_use_increase_in_customer_or_supplier_base","Unchecked","overall_owner_manager","MX",0.658055539,0.025282436,424,646
"3958","dig_use_increase_in_employment","Checked","overall_owner_manager","MX",0.058791716,0.012537496,47,646
"3959","dig_use_increase_in_employment","Unchecked","overall_owner_manager","MX",0.941208284,0.012537496,599,646
"3960","dig_use_increase_in_sales","Checked","overall_owner_manager","MX",0.37309487,0.02577629,238,646
"3961","dig_use_increase_in_sales","Unchecked","overall_owner_manager","MX",0.62690513,0.02577629,408,646
"3962","dig_use_lower_operation_costs_or_costs_of_sourcing_goods_and_services","Checked","overall_owner_manager","MX",0.167215511,0.019889069,113,646
"3963","dig_use_lower_operation_costs_or_costs_of_sourcing_goods_and_services","Unchecked","overall_owner_manager","MX",0.832784489,0.019889069,533,646
"3964","dig_use_no_impact","Checked","overall_owner_manager","MX",0.282797465,0.024003166,180,646
"3965","dig_use_no_impact","Unchecked","overall_owner_manager","MX",0.717202535,0.024003166,466,646
"3966","dig_use_something_not_listed_here","Checked","overall_owner_manager","MX",0.084950694,0.014859889,54,646
"3967","dig_use_something_not_listed_here","Unchecked","overall_owner_manager","MX",0.915049306,0.014859889,592,646
"3968","emp_rhr","Don't know or prefer not to say","overall_owner_manager","MX",0.349023783,0.023750008,262,773
"3969","emp_rhr","No","overall_owner_manager","MX",0.270508291,0.022133707,195,773
"3970","emp_rhr","Yes","overall_owner_manager","MX",0.380467926,0.024190487,316,773
"3971","frl_rhr","Don't know or prefer not to say","overall_owner_manager","MX",0.271268337,0.02140648,205,816
"3972","frl_rhr","No","overall_owner_manager","MX",0.538320222,0.024002289,453,816
"3973","frl_rhr","Yes","overall_owner_manager","MX",0.190411441,0.018903429,158,816
"3974","ind_hcr","Accommodation","overall_owner_manager","MX",0.062884358,0.025780129,9,119
"3975","ind_hcr","Food and beverage services","overall_owner_manager","MX",0.880417039,0.034458474,103,119
"3976","ind_hcr","Other","overall_owner_manager","MX",0.056698603,0.024560013,7,119
"3977","ind_icm","Broadcasting","overall_owner_manager","MX",0.040706382,0.032434308,5,118
"3978","ind_icm","Computer programming or consultancy","overall_owner_manager","MX",0.220274842,0.068022225,23,118
"3979","ind_icm","Information services","overall_owner_manager","MX",0.137938879,0.05659916,23,118
"3980","ind_icm","Motion picture and TV production, sound recording, music publishing","overall_owner_manager","MX",0.093164318,0.047707506,19,118
"3981","ind_icm","Other","overall_owner_manager","MX",0.221817367,0.068192427,23,118
"3982","ind_icm","Publishing","overall_owner_manager","MX",0.145629639,0.057895603,15,118
"3983","ind_icm","Telecommuncations","overall_owner_manager","MX",0.140468574,0.057031931,10,118
"3984","ind_oth","Administrative and support services (e.g. rental and leasing, travel agencies, human resources, security)","overall_owner_manager","MX",0.03311231,0.011969713,12,388
"3985","ind_oth","Arts, entertainment, and recreation","overall_owner_manager","MX",0.203786852,0.026946586,79,388
"3986","ind_oth","Education","overall_owner_manager","MX",0.054178751,0.015143282,28,388
"3987","ind_oth","Financial and insurance activities","overall_owner_manager","MX",0.045965018,0.014008669,17,388
"3988","ind_oth","Human health and social work activities","overall_owner_manager","MX",0.075719128,0.01769725,28,388
"3989","ind_oth","Other","overall_owner_manager","MX",0.24982818,0.028960235,98,388
"3990","ind_oth","Personal services (e.g. repair of household goods, washing of textiles, hairdressing)","overall_owner_manager","MX",0.150865316,0.023943299,40,388
"3991","ind_oth","Professional, scientific, and technical services","overall_owner_manager","MX",0.154884302,0.024202642,73,388
"3992","ind_oth","Real estate activities","overall_owner_manager","MX",0.031660145,0.011713086,13,388
"3993","ind_top","Agriculture, forestry, fishing and mining","overall_owner_manager","MX",0.010887614,0.004637234,13,928
"3994","ind_top","Construction","overall_owner_manager","MX",0.048362837,0.009586529,38,928
"3995","ind_top","Hotels, cafes and restaurants","overall_owner_manager","MX",0.132930629,0.015170828,121,928
"3996","ind_top","Information and communication","overall_owner_manager","MX",0.094920507,0.013097645,134,928
"3997","ind_top","Manufacturing, energy, water supply and waste management","overall_owner_manager","MX",0.008559672,0.004116534,10,928
"3998","ind_top","Other","overall_owner_manager","MX",0.472454327,0.022308983,418,928
"3999","ind_top","Transportation and storage","overall_owner_manager","MX",0.023112384,0.006714513,22,928
"4000","ind_top","Wholesale and retail trade","overall_owner_manager","MX",0.20877203,0.018161713,172,928
"4001","ind_trd","Other","overall_owner_manager","MX",0.027564418,0.018029056,6,166
"4002","ind_trd","Retail trade","overall_owner_manager","MX",0.737953022,0.048425275,125,166
"4003","ind_trd","Wholesale trade","overall_owner_manager","MX",0.23448256,0.046655299,35,166
"4004","phys_chl_a_lack_of_employees_willing_to_work_in_person","Checked","overall_owner_manager","MX",0.190949006,0.021889122,110,601
"4005","phys_chl_a_lack_of_employees_willing_to_work_in_person","Unchecked","overall_owner_manager","MX",0.809050994,0.021889122,491,601
"4006","phys_chl_a_lack_of_in_person_customers_returning_to_your_business","Checked","overall_owner_manager","MX",0.376828639,0.026987173,209,601
"4007","phys_chl_a_lack_of_in_person_customers_returning_to_your_business","Unchecked","overall_owner_manager","MX",0.623171361,0.026987173,392,601
"4008","phys_chl_a_lack_of_vaccinated_workers","Checked","overall_owner_manager","MX",0.123049899,0.018294046,65,601
"4009","phys_chl_a_lack_of_vaccinated_workers","Unchecked","overall_owner_manager","MX",0.876950101,0.018294046,536,601
"4010","phys_chl_concerns_on_the_ability_to_comply_with_health_and_safety_guidelines_including_covid_19_guidelines","Checked","overall_owner_manager","MX",0.243517308,0.023902653,142,601
"4011","phys_chl_concerns_on_the_ability_to_comply_with_health_and_safety_guidelines_including_covid_19_guidelines","Unchecked","overall_owner_manager","MX",0.756482692,0.023902653,459,601
"4012","phys_chl_confusion_on_what_the_health_and_safety_guidelines_are_for_your_employees_and_customers_including_for_covid_19","Checked","overall_owner_manager","MX",0.213498975,0.022820715,120,601
"4013","phys_chl_confusion_on_what_the_health_and_safety_guidelines_are_for_your_employees_and_customers_including_for_covid_19","Unchecked","overall_owner_manager","MX",0.786501025,0.022820715,481,601
"4014","phys_chl_inability_to_pay_a_high_enough_compensation_to_attract_and_hire_workers","Checked","overall_owner_manager","MX",0.261052387,0.024459769,184,601
"4015","phys_chl_inability_to_pay_a_high_enough_compensation_to_attract_and_hire_workers","Unchecked","overall_owner_manager","MX",0.738947613,0.024459769,417,601
"4016","phys_chl_no_challenges","Checked","overall_owner_manager","MX",0.282897998,0.02508344,164,601
"4017","phys_chl_no_challenges","Unchecked","overall_owner_manager","MX",0.717102002,0.02508344,437,601
"4018","phys_plans","Use both in-person and digital business operations roughly equally","overall_owner_manager","MX",0.445847421,0.028056459,264,577
"4019","phys_plans","Use mostly digital business operations","overall_owner_manager","MX",0.202812116,0.022696158,128,577
"4020","phys_plans","Use mostly in-person business operations","overall_owner_manager","MX",0.123990595,0.018602607,70,577
"4021","phys_plans","Use only digital business operations","overall_owner_manager","MX",0.102460717,0.017117112,55,577
"4022","phys_plans","Use only in-person business operations","overall_owner_manager","MX",0.124889151,0.018660314,60,577
"4023","sex","Female","overall_owner_manager","MX",0.435208324,0.022657362,317,880
"4024","sex","Male","overall_owner_manager","MX",0.564791676,0.022657362,563,880
"4025","wash_acc","A little important","overall_owner_manager","MX",0.110788062,0.017667895,64,579
"4026","wash_acc","Important","overall_owner_manager","MX",0.213607005,0.023070832,133,579
"4027","wash_acc","Not important at all","overall_owner_manager","MX",0.085990481,0.015781062,50,579
"4028","wash_acc","Very important","overall_owner_manager","MX",0.589614452,0.027689542,332,579
"4029","wash_gov_banking_institutions","Checked","overall_owner_manager","MX",0.209284027,0.024216119,118,526
"4030","wash_gov_banking_institutions","Unchecked","overall_owner_manager","MX",0.790715973,0.024216119,408,526
"4031","wash_gov_cell_phone_coverage","Checked","overall_owner_manager","MX",0.177970813,0.022769015,99,526
"4032","wash_gov_cell_phone_coverage","Unchecked","overall_owner_manager","MX",0.822029187,0.022769015,427,526
"4033","wash_gov_electricity_coverage","Checked","overall_owner_manager","MX",0.20085854,0.023849717,94,526
"4034","wash_gov_electricity_coverage","Unchecked","overall_owner_manager","MX",0.79914146,0.023849717,432,526
"4035","wash_gov_internet","Checked","overall_owner_manager","MX",0.449049422,0.029609402,260,526
"4036","wash_gov_internet","Unchecked","overall_owner_manager","MX",0.550950578,0.029609402,266,526
"4037","wash_gov_none_of_the_above","Checked","overall_owner_manager","MX",0.272534438,0.026505937,129,526
"4038","wash_gov_none_of_the_above","Unchecked","overall_owner_manager","MX",0.727465562,0.026505937,397,526
"4039","wash_gov_roads","Checked","overall_owner_manager","MX",0.228862119,0.025008015,125,526
"4040","wash_gov_roads","Unchecked","overall_owner_manager","MX",0.771137881,0.025008015,401,526
"4041","wash_gov_water_services","Checked","overall_owner_manager","MX",0.272826445,0.02651481,133,526
"4042","wash_gov_water_services","Unchecked","overall_owner_manager","MX",0.727173555,0.02651481,393,526
"4043","wash_imp_avaliability_of_water","Checked","overall_owner_manager","MX",0.383417053,0.028454992,207,541
"4044","wash_imp_avaliability_of_water","Unchecked","overall_owner_manager","MX",0.616582947,0.028454992,334,541
"4045","wash_imp_cleanliness_of_water","Checked","overall_owner_manager","MX",0.149991926,0.020896448,95,541
"4046","wash_imp_cleanliness_of_water","Unchecked","overall_owner_manager","MX",0.850008074,0.020896448,446,541
"4047","wash_imp_cost_of_water","Checked","overall_owner_manager","MX",0.276243266,0.026167917,133,541
"4048","wash_imp_cost_of_water","Unchecked","overall_owner_manager","MX",0.723756734,0.026167917,408,541
"4049","wash_imp_none_of_the_above","Checked","overall_owner_manager","MX",0.269676714,0.025972054,154,541
"4050","wash_imp_none_of_the_above","Unchecked","overall_owner_manager","MX",0.730323286,0.025972054,387,541
"4051","wash_imp_reliability_of_water","Checked","overall_owner_manager","MX",0.200885908,0.023448017,102,541
"4052","wash_imp_reliability_of_water","Unchecked","overall_owner_manager","MX",0.799114092,0.023448017,439,541
"4053","wash_int","No","overall_owner_manager","MX",0.489591668,0.028674791,274,557
"4054","wash_int","Not applicable","overall_owner_manager","MX",0.167783393,0.021434682,89,557
"4055","wash_int","Yes","overall_owner_manager","MX",0.342624939,0.027223281,194,557
"4056","wash_iss_a_lot_of_time_spent_getting_water","Checked","overall_owner_manager","MX",0.046267468,0.012116263,19,552
"4057","wash_iss_a_lot_of_time_spent_getting_water","Unchecked","overall_owner_manager","MX",0.953732532,0.012116263,533,552
"4058","wash_iss_conflict_over_water_access","Checked","overall_owner_manager","MX",0.100758994,0.01736191,52,552
"4059","wash_iss_conflict_over_water_access","Unchecked","overall_owner_manager","MX",0.899241006,0.01736191,500,552
"4060","wash_iss_difficulty_accessing_location_of_water","Checked","overall_owner_manager","MX",0.032222076,0.010185495,17,552
"4061","wash_iss_difficulty_accessing_location_of_water","Unchecked","overall_owner_manager","MX",0.967777924,0.010185495,535,552
"4062","wash_iss_high_cost_of_water","Checked","overall_owner_manager","MX",0.157830477,0.021028715,86,552
"4063","wash_iss_high_cost_of_water","Unchecked","overall_owner_manager","MX",0.842169523,0.021028715,466,552
"4064","wash_iss_none_of_the_above","Checked","overall_owner_manager","MX",0.661578616,0.027292113,367,552
"4065","wash_iss_none_of_the_above","Unchecked","overall_owner_manager","MX",0.338421384,0.027292113,185,552
